skill,experience,project_type,complexity,hours,price
data_science,expert,technical_whitepaper,low,9,1511.9
digital_marketing,intermediate,saas_mvp,medium,272,14502.67
graphic_design,intermediate,full_website,high,41,2957.0
cyber_security,expert,web_scraper,high,20,3144.43
app_dev,intermediate,api_endpoint,medium,17,1288.01
content_writing,intermediate,landing_page,high,27,858.65
cyber_security,intermediate,api_endpoint,medium,43,4077.99
content_writing,expert,growth_hacking,high,29,3125.66
cloud_computing,beginner,script,medium,6,156.61
python,expert,ai_model,medium,94,19179.68
web_dev,intermediate,saas_mvp,medium,195,9421.53
blockchain,beginner,web_scraper,medium,25,914.79
content_writing,expert,ecommerce,high,130,15891.43
web_dev,intermediate,landing_page,medium,15,640.55
web_dev,intermediate,saas_mvp,medium,170,11280.95
python,expert,ai_model,medium,94,16785.76
python,intermediate,api_endpoint,medium,35,1564.05
ui_ux_design,intermediate,ecommerce,medium,169,11420.75
content_writing,intermediate,script,medium,21,720.52
graphic_design,beginner,saas_mvp,high,165,6612.79
content_writing,expert,full_website,high,133,13758.82
python,intermediate,script,high,21,1880.01
digital_marketing,intermediate,saas_mvp,high,160,16161.84
web_dev,intermediate,api_endpoint,medium,22,1070.93
app_dev,intermediate,full_website,medium,60,2819.42
python,expert,automation,low,69,7730.51
digital_marketing,expert,saas_mvp,high,193,37492.04
graphic_design,beginner,ecommerce,medium,197,2882.57
graphic_design,intermediate,landing_page,low,32,1118.97
python,intermediate,script,high,16,1168.77
blockchain,expert,technical_whitepaper,medium,18,2936.88
digital_marketing,beginner,full_website,high,42,1375.87
cloud_computing,beginner,script,medium,23,826.39
python,intermediate,web_scraper,medium,10,580.96
data_science,intermediate,saas_mvp,high,167,17917.28
data_science,intermediate,automation,medium,15,1034.36
content_writing,beginner,growth_hacking,high,77,1219.08
web_dev,intermediate,landing_page,high,9,592.57
app_dev,intermediate,automation,high,54,4739.69
data_science,intermediate,ai_model,high,59,6448.74
cyber_security,expert,script,medium,14,2134.24
data_science,intermediate,saas_mvp,medium,136,8914.39
cyber_security,intermediate,saas_mvp,medium,42,4695.67
cyber_security,beginner,web_scraper,low,11,348.42
ui_ux_design,expert,ecommerce,medium,158,24378.66
app_dev,intermediate,landing_page,low,14,621.39
data_science,expert,api_endpoint,high,13,2962.74
graphic_design,expert,landing_page,medium,12,889.29
cloud_computing,beginner,api_endpoint,high,35,1690.63
app_dev,beginner,ecommerce,medium,193,5660.47
app_dev,intermediate,landing_page,low,29,876.05
content_writing,intermediate,landing_page,high,7,189.91
web_dev,intermediate,landing_page,high,29,1439.32
data_science,expert,script,low,19,2276.14
python,beginner,saas_mvp,high,242,11511.87
ui_ux_design,beginner,api_endpoint,low,28,666.86
digital_marketing,expert,full_website,high,98,11187.73
app_dev,intermediate,automation,high,58,4090.72
web_dev,expert,landing_page,high,17,1500.2
graphic_design,beginner,growth_hacking,medium,38,634.22
graphic_design,expert,ecommerce,low,138,8501.13
blockchain,beginner,saas_mvp,high,278,13036.51
digital_marketing,intermediate,growth_hacking,medium,56,3034.88
digital_marketing,beginner,ecommerce,high,131,5644.27
data_science,intermediate,script,medium,5,288.44
python,beginner,script,medium,14,192.05
app_dev,intermediate,automation,low,64,2937.63
content_writing,intermediate,technical_whitepaper,medium,26,853.15
digital_marketing,intermediate,technical_whitepaper,medium,51,1770.2
graphic_design,expert,saas_mvp,medium,73,8563.53
web_dev,expert,api_endpoint,medium,16,1789.98
digital_marketing,beginner,ecommerce,high,98,2286.67
content_writing,intermediate,growth_hacking,medium,62,2491.71
content_writing,intermediate,landing_page,high,22,1232.03
graphic_design,expert,full_website,high,93,9350.34
blockchain,expert,smart_contract,high,28,6540.23
cloud_computing,expert,script,low,18,1403.68
digital_marketing,beginner,saas_mvp,medium,43,1456.01
python,intermediate,saas_mvp,high,225,20398.14
content_writing,beginner,script,high,3,41.77
blockchain,intermediate,smart_contract,medium,15,1186.32
data_science,intermediate,api_endpoint,high,22,1830.47
web_dev,intermediate,full_website,high,70,4586.96
blockchain,beginner,automation,medium,20,734.03
blockchain,intermediate,smart_contract,high,37,4343.71
digital_marketing,expert,landing_page,medium,10,991.12
digital_marketing,beginner,landing_page,medium,35,695.05
graphic_design,expert,ecommerce,low,88,8595.67
web_dev,expert,ecommerce,medium,192,31076.61
python,intermediate,api_endpoint,low,41,2412.63
graphic_design,beginner,growth_hacking,low,35,500.68
cloud_computing,intermediate,api_endpoint,low,19,812.4
web_dev,intermediate,full_website,medium,133,7052.27
blockchain,beginner,web_scraper,medium,4,123.83
cloud_computing,intermediate,api_endpoint,low,24,2009.76
blockchain,expert,automation,medium,69,9677.6
content_writing,intermediate,technical_whitepaper,low,32,630.11
blockchain,intermediate,saas_mvp,medium,227,20724.95
web_dev,beginner,web_scraper,high,19,289.48
python,expert,automation,medium,16,2276.59
graphic_design,intermediate,ecommerce,medium,172,11267.66
content_writing,intermediate,growth_hacking,low,19,658.29
digital_marketing,beginner,landing_page,high,10,277.95
content_writing,intermediate,ecommerce,medium,195,8583.07
content_writing,intermediate,ecommerce,low,170,6353.9
graphic_design,expert,saas_mvp,high,46,7087.5
cloud_computing,beginner,saas_mvp,medium,230,9221.0
content_writing,expert,technical_whitepaper,medium,64,4918.15
digital_marketing,expert,full_website,medium,88,11665.64
content_writing,beginner,full_website,high,122,1546.91
content_writing,expert,landing_page,high,23,1616.73
data_science,beginner,technical_whitepaper,low,47,939.42
graphic_design,intermediate,full_website,low,40,1066.03
data_science,beginner,technical_whitepaper,low,14,300.42
cyber_security,beginner,technical_whitepaper,medium,60,1673.16
python,expert,saas_mvp,medium,82,11912.88
blockchain,intermediate,web_scraper,low,6,346.49
digital_marketing,expert,technical_whitepaper,low,34,3058.34
web_dev,intermediate,web_scraper,medium,23,1234.82
web_dev,intermediate,web_scraper,medium,25,1628.91
digital_marketing,intermediate,saas_mvp,low,113,5701.05
cyber_security,intermediate,script,high,23,1469.26
python,intermediate,saas_mvp,low,97,4501.24
web_dev,beginner,web_scraper,low,15,280.06
web_dev,beginner,ecommerce,medium,102,2280.16
cyber_security,beginner,api_endpoint,high,34,1733.33
python,beginner,automation,medium,61,1870.87
digital_marketing,beginner,technical_whitepaper,high,60,2007.52
digital_marketing,expert,full_website,low,84,9860.21
ui_ux_design,intermediate,full_website,medium,88,6902.86
content_writing,beginner,technical_whitepaper,low,28,301.66
data_science,expert,ai_model,low,129,23342.19
digital_marketing,intermediate,growth_hacking,medium,25,1148.24
content_writing,intermediate,growth_hacking,low,75,2285.09
python,expert,ai_model,medium,27,3546.44
cloud_computing,expert,full_website,high,63,12055.77
data_science,expert,ai_model,medium,129,20890.37
app_dev,intermediate,full_website,low,122,7557.86
python,intermediate,automation,medium,17,816.01
data_science,intermediate,ai_model,high,106,15887.29
digital_marketing,intermediate,saas_mvp,medium,102,7131.34
web_dev,expert,api_endpoint,medium,25,2632.96
cloud_computing,beginner,full_website,low,94,3052.92
cyber_security,intermediate,technical_whitepaper,low,29,2216.86
data_science,expert,saas_mvp,high,270,71391.07
ui_ux_design,beginner,saas_mvp,high,92,3036.27
blockchain,beginner,web_scraper,medium,30,588.63
python,intermediate,script,medium,6,350.82
digital_marketing,expert,full_website,high,147,24864.13
digital_marketing,beginner,saas_mvp,high,92,3458.95
graphic_design,expert,full_website,medium,35,3108.96
cyber_security,beginner,api_endpoint,high,28,923.79
ui_ux_design,beginner,saas_mvp,high,164,8814.35
blockchain,expert,technical_whitepaper,low,29,2855.67
cyber_security,beginner,technical_whitepaper,medium,56,2218.72
ui_ux_design,expert,saas_mvp,medium,211,30084.15
blockchain,beginner,technical_whitepaper,low,53,1211.48
python,intermediate,saas_mvp,low,184,9870.79
cyber_security,intermediate,technical_whitepaper,medium,30,2118.26
cyber_security,intermediate,saas_mvp,high,60,9114.82
python,beginner,web_scraper,low,10,244.82
cyber_security,intermediate,web_scraper,high,20,2175.27
ui_ux_design,expert,api_endpoint,medium,34,4916.12
cloud_computing,beginner,script,medium,14,515.53
data_science,intermediate,saas_mvp,high,219,18971.39
graphic_design,intermediate,growth_hacking,medium,19,487.09
app_dev,expert,landing_page,high,9,1171.65
cloud_computing,beginner,script,medium,12,213.21
cyber_security,intermediate,script,medium,23,2273.17
ui_ux_design,expert,automation,high,25,3119.17
cloud_computing,intermediate,api_endpoint,high,18,1769.55
ui_ux_design,expert,ecommerce,high,184,39584.25
cloud_computing,beginner,saas_mvp,medium,42,1996.78
data_science,expert,technical_whitepaper,high,31,8000.23
blockchain,intermediate,web_scraper,medium,5,504.53
cyber_security,beginner,automation,high,45,1622.54
ui_ux_design,intermediate,automation,high,52,3872.88
data_science,beginner,automation,medium,51,1525.35
ui_ux_design,intermediate,api_endpoint,medium,9,550.59
content_writing,beginner,ecommerce,low,141,1833.28
app_dev,expert,saas_mvp,low,59,9760.87
digital_marketing,intermediate,saas_mvp,medium,81,5211.79
graphic_design,beginner,landing_page,low,7,74.16
data_science,expert,api_endpoint,medium,28,5096.42
web_dev,beginner,web_scraper,medium,26,286.59
cloud_computing,expert,script,medium,24,3046.09
blockchain,beginner,technical_whitepaper,high,37,1548.74
content_writing,beginner,script,medium,24,350.77
blockchain,expert,web_scraper,medium,34,5761.94
cloud_computing,intermediate,full_website,medium,110,9411.96
data_science,expert,ai_model,low,77,11066.48
content_writing,beginner,script,medium,23,302.13
graphic_design,intermediate,saas_mvp,low,271,10591.47
ui_ux_design,intermediate,automation,low,70,2898.84
blockchain,expert,automation,medium,54,7222.68
graphic_design,expert,ecommerce,low,96,10359.26
web_dev,beginner,web_scraper,high,31,971.99
web_dev,beginner,ecommerce,low,128,1939.85
data_science,intermediate,automation,high,15,1438.99
python,intermediate,script,medium,13,463.77
cloud_computing,intermediate,automation,low,37,2841.16
cloud_computing,beginner,automation,low,8,211.83
ui_ux_design,intermediate,ecommerce,high,134,8783.8
data_science,beginner,script,high,11,274.04
data_science,beginner,saas_mvp,high,58,3585.51
python,intermediate,ai_model,medium,108,10572.0
web_dev,beginner,api_endpoint,medium,38,641.4
cyber_security,expert,api_endpoint,medium,34,5462.62
data_science,beginner,saas_mvp,medium,47,1266.53
cloud_computing,expert,automation,high,50,7281.63
cyber_security,beginner,saas_mvp,medium,238,8900.72
cyber_security,beginner,script,high,22,839.93
cloud_computing,intermediate,api_endpoint,high,11,1290.47
app_dev,expert,saas_mvp,medium,239,35623.25
graphic_design,expert,saas_mvp,high,78,10919.3
content_writing,intermediate,ecommerce,medium,188,6862.86
python,beginner,api_endpoint,high,51,1050.91
cloud_computing,expert,automation,high,22,3773.27
python,beginner,ai_model,high,33,1001.99
web_dev,expert,api_endpoint,high,16,1878.31
cyber_security,beginner,automation,medium,30,1089.08
app_dev,beginner,ecommerce,medium,188,7673.17
ui_ux_design,intermediate,landing_page,low,27,968.2
cyber_security,intermediate,script,low,13,579.09
app_dev,intermediate,automation,low,35,1843.8
cloud_computing,beginner,saas_mvp,high,141,8131.82
ui_ux_design,intermediate,automation,low,10,451.85
blockchain,expert,technical_whitepaper,high,34,7907.46
app_dev,expert,full_website,medium,43,4439.57
blockchain,intermediate,api_endpoint,medium,39,3990.86
web_dev,intermediate,web_scraper,high,22,1321.09
cloud_computing,intermediate,saas_mvp,high,55,6550.55
python,intermediate,script,high,23,1727.16
cyber_security,expert,automation,medium,28,4241.14
content_writing,intermediate,landing_page,low,23,511.22
app_dev,expert,automation,medium,42,5288.47
cyber_security,beginner,technical_whitepaper,low,54,1610.51
python,beginner,automation,low,43,800.59
ui_ux_design,expert,ecommerce,high,195,37795.84
python,intermediate,web_scraper,high,12,1145.32
ui_ux_design,expert,automation,low,8,665.11
content_writing,intermediate,landing_page,medium,23,461.9
content_writing,intermediate,technical_whitepaper,medium,31,1563.2
content_writing,intermediate,script,low,21,565.91
cloud_computing,intermediate,automation,medium,55,4497.42
web_dev,beginner,ecommerce,low,144,1882.21
graphic_design,intermediate,full_website,low,88,4503.89
data_science,expert,automation,low,38,4142.92
blockchain,expert,technical_whitepaper,high,19,4552.3
graphic_design,beginner,ecommerce,high,119,2130.8
content_writing,expert,growth_hacking,low,29,1480.34
ui_ux_design,expert,landing_page,medium,14,1637.38
blockchain,expert,saas_mvp,medium,244,52955.17
ui_ux_design,expert,ecommerce,medium,107,11556.56
cloud_computing,expert,technical_whitepaper,low,13,1603.12
cyber_security,expert,api_endpoint,low,28,2847.15
blockchain,intermediate,api_endpoint,high,43,6136.07
data_science,expert,ai_model,medium,76,17381.52
blockchain,expert,smart_contract,high,78,19415.89
cloud_computing,intermediate,automation,high,41,4379.16
app_dev,intermediate,automation,medium,9,639.4
blockchain,intermediate,smart_contract,high,51,6702.2
cyber_security,expert,automation,high,26,5015.35
app_dev,intermediate,full_website,low,43,2171.9
ui_ux_design,expert,saas_mvp,medium,268,34929.61
app_dev,expert,landing_page,medium,7,877.14
content_writing,intermediate,landing_page,medium,31,672.08
web_dev,intermediate,saas_mvp,medium,138,13466.7
web_dev,beginner,ecommerce,low,87,1117.78
cyber_security,intermediate,automation,low,15,1094.39
cyber_security,intermediate,api_endpoint,medium,49,4709.16
cloud_computing,expert,saas_mvp,high,120,25546.77
cloud_computing,intermediate,saas_mvp,medium,166,11890.46
digital_marketing,expert,growth_hacking,medium,23,1484.33
data_science,intermediate,automation,medium,13,980.95
blockchain,expert,technical_whitepaper,low,12,1517.33
cloud_computing,expert,saas_mvp,medium,61,9030.32
digital_marketing,expert,ecommerce,medium,70,10665.83
blockchain,expert,automation,medium,8,1070.35
blockchain,intermediate,api_endpoint,high,6,755.86
cloud_computing,beginner,automation,high,12,509.94
cloud_computing,intermediate,technical_whitepaper,medium,21,2007.63
python,intermediate,script,medium,11,730.58
cloud_computing,beginner,api_endpoint,low,55,2038.98
web_dev,intermediate,saas_mvp,medium,116,10448.72
digital_marketing,beginner,ecommerce,high,63,2168.83
content_writing,beginner,full_website,medium,36,720.93
blockchain,intermediate,web_scraper,medium,29,2193.12
blockchain,intermediate,api_endpoint,medium,39,3887.61
digital_marketing,expert,landing_page,high,12,1010.58
digital_marketing,intermediate,full_website,high,125,6404.08
cyber_security,intermediate,script,high,5,390.56
cloud_computing,intermediate,script,medium,21,1750.2
digital_marketing,intermediate,ecommerce,medium,131,6530.54
cyber_security,beginner,saas_mvp,high,128,7871.21
cloud_computing,beginner,script,medium,15,366.68
digital_marketing,expert,full_website,medium,126,11319.4
ui_ux_design,intermediate,full_website,high,146,9025.29
content_writing,expert,script,medium,18,1021.07
